"id","facility_name","home_care","facility_type_id","postal_code","prefecture_name","city_name","address","latitude","longitude","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"1761","地域支援ホーム津堅いこいの家","0","10","9042317","沖縄県","うるま市","勝連津堅1144番地","26.248530","127.938977","098-987-0120","098-983-0121","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1762","グループホームいろは","0","10","9042226","沖縄県","うるま市","仲嶺２９８番地２","26.359836","127.852295","098-989-9057","098-989-9057","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1763","デイサービス　四つ葉","0","10","9041105","沖縄県","うるま市","石川白浜二丁目2番22号","26.427010","127.827134","098-964-3755","098-964-3755","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1764","認知症対応型デイサービス千家","0","10","9042311","沖縄県","うるま市","勝連南風原4090番地","26.334265","127.882356","098-978-6250","098-978-1068","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1765","共用型　デイサービス　かえで","0","11","9042241","沖縄県","うるま市","兼箇段９２２番地","26.367883","127.842890","098-923-3087","098-923-3087","","http://www.gh-kaede.com/photogallery.html","９：３０～１６：３０","９：３０～１６：３０","９：３０～１６：３０","９：３０～１６：３０","９：３０～１６：３０","","","前泊　忍","デイサービスかえで","８：３０～１７：３０","0","0","グループホーム　かえで","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1766","デイサービス　にじ","0","11","9041304","沖縄県","国頭郡宜野座村","漢那1953-1","26.483994","127.954130","098-968-3933","098-968-4041","翁長　優","","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","休み","仲地　里恵","","8：30～17：30","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1767","小規模多機能介護　ちゃたん","0","13","9040113","沖縄県","中頭郡北谷町","宮城１番７９３","26.325891","127.752054","098-936-2580","098-936-2500","高宮城　克","","24時間","24時間","24時間","24時間","24時間","24時間","24時間","當山　全聡","小規模多機能介護ちゃたん","8:30～17:30","1","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1768","通所介護　かみせい","0","10","9040101","沖縄県","中頭郡北谷町","上勢633-1","26.327646","127.772400","098-923-2727","098-923-2728","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1769","デイサービスきたなかぐすく","0","11","9012316","沖縄県","中頭郡北中城村","字安谷屋1346番地-1","26.299791","127.793055","098-935-5343","098-923-1168","理事長　涌波淳子","","8：30‐1730","8：30‐1730","8：30‐1730","8：30‐1730","8：30‐1730","一時休業中","8：30‐1730（祝日のみ）","平安山","認知症対応型通所介護　デイサービスきなたかぐすく","8：30‐1730","0","0","関連施設：若松病院・若松苑","ご利用条件　①北中城村にお住まいの方　②認知症の診断を受けている方　③介護認定を受けている方","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1770","グループホーム　いなほ","0","10","9012404","沖縄県","中頭郡中城村","添石363番地","26.277076","127.796672","098-895-4407","098-895-5158","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1771","医療法人　おもと会　グループホーム　さくら","0","14","9012226","沖縄県","宜野湾市","字嘉数４丁目４番10号","26.261415","127.733183","098-898-2280","098-898-2280","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1772","グループホームふれあい","0","14","9012212","沖縄県","宜野湾市","長田１丁目４番地９号","26.264326","127.766028","098-896-0247","098-896-0248","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1773","認知症対応型共同生活介護事業所愛誠園","0","14","9012221","沖縄県","宜野湾市","伊佐2丁目1番地6号　ｸﾞﾗﾝﾄﾞｽﾃｰｼﾞMG　地下1階","26.286638","127.751156","098-897-8231","098-898-2299","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/14 00:00:00"
"1774","グループホーム若松ぎのわん","0","14","9012201","沖縄県","宜野湾市","新城1丁目20番6号","26.288408","127.771643","098-892-5104","098-892-5111","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1775","グループホームまえはら","0","14","9012215","沖縄県","宜野湾市","真栄原３丁目６番２８号","26.262604","127.743549","098-890-1282","098-890-1281","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1776","グループホーム真栄原2丁目","0","14","9012215","沖縄県","宜野湾市","真栄原2丁目25番10号","26.261104","127.738038","098-894-8250","098-894-8251","代表取締役社長　　平安座　唯盛","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1777","グループホーム沖縄一条園","0","14","9042174","沖縄県","沖縄市","与儀3丁目5番10号","26.310104","127.816169","098-932-9376","098-932-9378","理事長　崎山洋子","","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","","","管理者　具志堅 喜代美","グループホーム沖縄一条園","（平日）8:30-17:30","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1778","グループホーム　月桃","0","14","9042143","沖縄県","沖縄市","知花5丁目24番18号","26.364402","127.811185","098-934-1932","098-934-1966","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1779","グループホームごえくの里","0","14","9040001","沖縄県","沖縄市","越来3丁目11番20号","26.346101","127.811277","098-921-0180","098-921-0190","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1780","グループホーム美ら徳","0","14","9040021","沖縄県","沖縄市","胡屋６丁目４番１９号","26.326925","127.809764","098-931-1223","098-931-1224","鈴木　隆夫","ｈｔｔｐｓ：//cyuratoku@cyutoku.or.jp","","","","","","","","佐渡山　望","","8：30-17：00","0","0","介護老人保健施設　おきなわ徳洲苑・通所リハビリ・訪問介護・居宅介護支援事業所中部徳洲会病院","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1781","認知症グループホーム　ローズガーデン","0","14","9040032","沖縄県","沖縄市","諸見里３丁目４１番３０号","26.328624","127.791199","098-989-3952","098-989-3962","理事長、宜野座 治男","","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","嘉陽　英明","","08：30-17：30","0","0","特別養護老人ホーム森城","☆当事業所は、少人数でアットホームな環境の中過ごしていただける施設になっております。☆週に２回の嘱託医訪問や、歯科衛生士による口腔ケア等も行っており、利用者様の健康管理にも気を配っております。
☆お誕生日やクリスマス等、御家族様も一緒に楽しめるイベントを行っております。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1782","愛聖グループホームペガサス","0","14","9042161","沖縄県","沖縄市","古謝2丁目16番8号","26.333278","127.832800","098-923-1170","098-923-1121","理事長　中田 安彦","http://anshinkai.jp","24時間","24時間","24時間","24時間","24時間","24時間","24時間","久保田、高宮城","","","0","0","愛聖小規模多機能型オリオン","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1783","グループホーム東山","0","14","9041102","沖縄県","うるま市","石川東山二丁目24番地10号","26.436431","127.839027","098-965-1202","098-965-1202","理事長　安谷谷　信哉","http://shinaikai.com","24時間","24時間","24時間","24時間","24時間","24時間","24時間","管理者　榊原　千秋","管理者　榊原　千秋","8：30～17：00","0","0","介護老人保健施設　信愛の丘、","うるま市石川東山の閑静な住宅街にあり、家庭的な環境の下で、入居者と職員の会話や笑いが飛び交い、にぎやかにホームです。家事や趣味活動等一人ひとりが、自己決定し役割や楽しみを持って生活を送っています。初詣や浜下り、法人の祭り等で外出や季節行事を楽しんだり、夏BBQ会やクリスマス忘年会では家族との交流も深めています。地域のミニデイや敬老会、祭り等へ参加し地域住民の一員として暮らしていけるように地域とのつながりも大切にしています。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1784","グループホーム　やすらぎの家","0","14","9042311","沖縄県","うるま市","勝連南風原4914番地","26.342514","127.877515","098-978-1331","098-978-2545","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/4 00:00:00"
"1785","グループホーム喜楽","0","14","9042214","沖縄県","うるま市","安慶名362番地の11","26.370130","127.849773","098-974-1037","098-974-1038","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1786","認知症対応型共同生活介護事業所　グループホームあおば邸","0","14","9042222","沖縄県","うるま市","上江洲708番地の1","26.359981","127.857836","098-974-9770","098-974-9771","小渡　敬","http://heiwahsp.ec-net.jp/~heiwahsp/","","","","","","","","友利　美由紀","グループホームあおば邸","08：30～17：15","0","0","医療法人社団志誠会　平和病院、老人保健施設陽光館等","・認知症であっても穏やかに生活できるよう、なじみの職員が生活のサポートを行います。建物は大きな窓から光が差し込み暖かい雰囲気で静かな環境です。管理栄養士の作った献立をもとに栄養のある食事を提供し栄養バランスがとれるよう管理されています。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1787","地域支援ホーム津堅いこいの家","0","14","9042317","沖縄県","うるま市","勝連津堅1144番地","26.248530","127.938977","098-983-0120","098-983-0120","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1788","グループホームいろは","0","14","9042226","沖縄県","うるま市","仲嶺２９８番地２","26.359836","127.852295","098-989-9057","098-989-9057","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1789","グループホームかえで","0","14","9042241","沖縄県","うるま市","兼箇段９２２番地","26.367883","127.842890","098-923-3087","098-923-3087","代表　前泊　忍","http://www.gh-kaede.com/index.html","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","管理者　前泊　忍","グループホーム","８：３０～１７：３０","1","0","認知症通所介護　共用型","認知症の方がゆったりとした環境の中で生活がおくれます。職員配置も手厚く専門スタッフが対応します。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1790","グループホーム福ら舎","0","14","9040411","沖縄県","国頭郡恩納村","恩納6332番地","26.488319","127.846447","098-966-1771","098-966-1773","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1791","グループホーム　虹の家","0","14","9041304","沖縄県","国頭郡宜野座村","漢那1953-1","26.483994","127.954130","098-968-5182","098-968-5182","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1792","グループホーム　くばの里","0","11","9041201","沖縄県","国頭郡金武町","金武４１９６－２６","26.452162","127.915668","098-968-6513","098-968-6515","事業所代表者　宜野座保","","","","","","","","","","","9：00～5：30","0","1","デイサービスくばの里・居宅介護支援事業所くばの里・認知症対応型グループホームくばの里ハウス・住宅型料老人ホームくばの里","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
