"名前","住所","緯度","経度"
"ケアサポート海風","うるま市具志川1345番地1",,
"デイサービスたばた","うるま市字喜屋武160番地",,
"有限会社　かりゆし　デイサービス","うるま市兼箇段912番地13",,
"デイサービスセンター　うるまの里","うるま市宇堅1322番地1",,
"通所介護事業所　千家","うるま市勝連南風原４０２２番地１",,
"リハプライド　デイサービススイム","うるま市栄野比７５３番地の２",,
"デイサービスあかみち","うるま市赤道１２番地の１６",,
"夢のみずうみ村平安郷デイサービスセンター","うるま市与那城平安座427-1",,
"デイサービスセンター　つわぶき","うるま市江洲135-5-3",,
"デイサービスセンターのいえ","うるま市川田４８１番地１",,
"デイサービス　奈の花","うるま市字江洲６３６番地",,
"うるまケアセンター通所介護","うるま市みどり町五丁目14番７号",,
"デイサービスセンター　美和","うるま市喜屋武672番地",,
"デイサービスあおぞら","うるま市字江洲３８番地３",,
"デイサービスみはら","うるま市田場３５６－２番地",,
"通所介護　ひまわり石川","うるま市石川二丁目11番24号",,
"よかつ　デイサービス","うるま市勝連平安名1655番地1",,
"デイサービス　ちぃぱっぱ","うるま市前原５４７－１フリーダムマンションＢ－１",,
"ＳＹＭデイサービスセンター煌（きらり）","うるま市具志川２４３６番地",,
"デイサービス　カシータ","うるま市江洲135-3",,
"デイサービスここいちうるま","うるま市石川東恩納１３３－１",,
"デイサービス　にこにこフリーダム","うるま市与那城上原１５７９番地１の１",,
"デイサービス　エーアンドエス","うるま市字大田２７６番地８",,
"機能訓練型デイサービス　ジョイリハうるま","うるま市字安慶名一丁目２番１４号コーポＹＯＮＡＨＡ１ １０１号室",,
"デイサービス　風車星","うるま市石川白浜二丁目５番１４号　１Ｆ",,
"デイサービスセンター　大育の杜　育（はぐくみ）","うるま市石川２２８４－１",,
"デイサービス　ふくろう","うるま市石川２１２２番地１",,
"デイサービス　てるてる","うるま市字安慶名１０３２番地１　１Ｆ",,
"デイサービスここいち上江洲","うるま市字上江洲４６６番地１",,
"シニアデイサービスセンター","うるま市石川東恩納１５０８番地１",,
"デイサービスセンター　いちゅい","うるま市字川崎１４５番地１",,
"デイサービス　みどり町","うるま市みどり町五丁目２７番３号",,
"デイサービスセンターかつれん","うるま市勝連内間１２１５番地１",,
"あい・ゆうデイサービス","うるま市与那城饒辺239番地2",,
"デイサービス愛の花","うるま市石川東恩納９４２番地３",,
"デイサービスセンターポモック","うるま市与那城106番地",,
"デイサービスおもろの郷","うるま市安慶名三丁目４番２３号",,
"デイサービス　プライム","うるま市前原２６０番地５",,
"デイサービス縁満","うるま市石川伊波142番地",,
"通所介護　ひまわり宮里","うるま市字宮里８３０番地１１",,
"デイサービスセンターあやはし苑","うるま市与那城屋慶名1410番地",,
"うるま市社協指定通所介護事業所","うるま市与那城屋慶名１０９８番地　うるま市与那城社会福祉ｾﾝﾀｰ",,
"指定通所介護事業所与勝の里","うるま市勝連南風原4902番地",,
"デイサービスセンター谷茶の丘","国頭郡恩納村谷茶1919番地７",,
"デイサービスセンター　かたばる","国頭郡恩納村字恩納6302番地",,
"山田リハビリデイサービスセンター","国頭郡恩納村山田１０１０番地",,
"福ら舎通所介護事業所","国頭郡恩納村恩納6332番地",,
"宜野座村通所介護事業所","国頭郡宜野座村字惣慶1898番地　（宜野座村地域福祉センター内）",,
"介護センターかんな指定通所介護事業所","国頭郡宜野座村漢那1953番地1",,
"光が丘デイサービスセンター","国頭郡金武町伊芸1292番地の１",,
"リハビリﾃﾞｲｻｰﾋﾞｽ　あやかい","国頭郡金武町金武10464番地",,
"リハビリデイサービス　チャレンジ","国頭郡金武町字金武４８３６番地７",,
"デイサービス　まくとぅ","国頭郡金武町字金武10437番地",,
"オリーブデイサービス金武","国頭郡金武町金武８８２番地",,
"ライフケア長浜　デイサービスセンター","中頭郡読谷村長浜1530-1",,
"読谷の里デイサービスセンター指定通所介護事業所","中頭郡読谷村座喜味1875-1",,
"よみたん生き活き健康デイサービスセンター","中頭郡読谷村都屋167-2",,
"デイサービスセンターたんぽぽ","中頭郡読谷村古堅587番地",,
"ヴィラージュせなはデイサービスセンター","中頭郡読谷村長浜1110番地",,
"介護支援センター　和合　通所介護読谷事業所","中頭郡読谷村字上地６４番地",,
"デイサービス　ざきみ","中頭郡読谷村上地329番地",,
"デイサービスセンター　あかり","中頭郡読谷村古堅629番地",,
"デイサービスはなうい","中頭郡読谷村字比謝400-6　１F",,
"通所介護ライフサポートゆらぎ","中頭郡読谷村字瀬名波632番地ウィンズトウヤマ１階",,
"デイサービス　うふどー","中頭郡読谷村字波平2428番地１",,
"デイサービスはなういⅡ","中頭郡読谷村字伊良皆637番地2",,
"デイサービスななふく","中頭郡読谷村字長浜１１９４番地",,
"デイサービス　まゆの里おおわん","中頭郡読谷村字大湾６６３－１",,
"夢咲デイサービスセンター 喜名","中頭郡読谷村字喜名２３４５番地５１",,
"楚辺リハビリ・デイサービスセンター","中頭郡読谷村楚辺1300番地",,
"ケアセンター　きらめき","中頭郡読谷村渡具知３７番地の２",,
"聖隷デイサービスセンターゆい","中頭郡嘉手納町字嘉手納２７０－１９１F",,
"デイサービスセンター比謝川の里","中頭郡嘉手納町字久得242番地の２",,
"デイサービスセンター比謝川の里ロータリー","中頭郡嘉手納町字嘉手納290番地4",,
"デイサービスセンター　サンハート","中頭郡嘉手納町屋良１丁目２１番地１",,
"リハビリ型デイサービスさんだん花カデナ","中頭郡嘉手納町嘉手納290番地4ロータリー2号館104号",,
"通所介護　たまき","中頭郡北谷町上勢837番地の８　コーポレーション大城１階",,
"社会福祉法人北谷町社会福祉協議会指定通所介護事業所","中頭郡北谷町桑江731番地　北谷町保健相談センター内",,
"琉球メディカルズ通所介護事業所","中頭郡北谷町桑江400番地の2",,
"デイサービス　大空","中頭郡北谷町吉原628番地11　4階",,
"通所介護ようめいえん","中頭郡北谷町字宮城１番７９３",,
"デイサービス　ちゃたん","中頭郡北谷町字桑江４７９－８",,
"デイサービスセンター　パステル","中頭郡北谷町字桑江２８７番地２",,
"リハビリ特化型デイサービス　リハビックス北谷店","中頭郡北谷町伊平２８１ｌＧＬＯＯ店舗１Ｆ",,
"ごきげんデイサービス","中頭郡北中城村字袋1253番地の４",,
"若松苑デイサービス","中頭郡北中城村大城327番地",,
"ファミリーデイサービスアガペ","中頭郡北中城村喜舎場３６０番地１",,
"愛の村デイサービスセンター","中頭郡北中城村袋1394番地",,
"デイサービスふくとく","中頭郡北中城村字仲順375番地の1",,
"デイサービス　北中喜楽苑","中頭郡北中城村字袋１９４４番地１　２階",,
"バリキの介護　ＢＡＲＩＫＩ ＲＥＳＯＲＴ 美崎海岸店","中頭郡北中城村字美崎７番地",,
"デイサービス　愛","中頭郡北中城村字熱田５９８番地",,
"介護支援センター中部","中頭郡北中城村仲順375-1",,
"在宅介護サービスセンター中城","中頭郡中城村奥間909番地１",,
"通所介護事業所愛誠園東センター","中頭郡中城村字当間289番地1",,
"デイサービスセンターオアシス","中頭郡中城村添石363番地",,
"デイｻｰﾋﾞｽセンター　ひふみ","中頭郡中城村北上原693番地",,
"デイサービスセンター　桜の杜","中頭郡中城村伊舎堂284-29-1",,
"デイサービスセンター野の花","中頭郡中城村登又420番地2",,
"なかぐすく日の出園デイサービスセンター","中頭郡中城村字伊舎堂３６２番地",,
"デイサービス　あまどころ","中頭郡中城村新垣２６５-１",,
"デイサービス　みずほ","中頭郡中城村字南上原６５１番地",,
"リハビリ特化型デイサービスセンターしまごころ","中頭郡中城村登又６８－１",,
"デイサービスセンター　かふ～","中頭郡中城村南上原４７２番２号",,
"あいわクリニックデイサービスセンター","中頭郡西原町池田766-2",,
"通所介護事業所守礼の里","中頭郡西原町字掛保久346番地",,
"デイサービス　さとうきび","中頭郡西原町字翁長393",,
"デイサービスもりのはな","中頭郡西原町我謝810番地の51　１階",,
"デイサービスかーさ","中頭郡西原町棚原１丁目１１番地の３",,
"デイサービス　はーとらいふ","中頭郡西原町小那覇1606番地",,
"デイサービス孫の手","中頭郡西原町字幸地996番地の1",,
"通所リハビリテーションぎのわん","宜野湾市宜野湾三丁目３番１３号",,
"かいほう指定通所リハビリテーション","宜野湾市真志喜２丁目23番５号",,
"リハビリ　さんだん花","宜野湾市大山七丁目７番22号",,
"介護老人保健施設ぎのわんおもと園","宜野湾市嘉数四丁目４番10号",,
"コザ整形外科医院通所リハビリテーションみさと","沖縄市美里１丁目26番33号",,
"沖縄百歳堂デイケアセンター","沖縄市比屋根二丁目１５番１号",,
"東部クリニック通所リハビリテーション","沖縄市与儀3丁目9番1号",,
