"facility_name","home_care","facility_type_id","郵便番号","都道府県名","市町村名","住所","マップ_lat","マップ_lng","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"医療法人　新美会　新垣形成外科",,"20",9012227,"沖縄県","宜野湾市","宇地泊７２９番地",26.272603,127.7298077,"098-870-2990","098-870-2980","新垣　実","https://www.arakakikeisei.com","9:30-12:30     14:00-17:30","9:30-12:30     14:00-17:30","9:30-12:30     14:00-17:30",,"9:30-12:30     14:00-17:30","9:30-12:30     14:00-17:30",,,,,,,,,,"1",,"2018-01-31","2018-07-09"
"岡こどもクリニック",,"20",9012227,"沖縄県","宜野湾市","宇地泊７７２－１",26.273739,127.7319297,"098-942-9255",,"岡　勇次郎",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"じのん整形外科クリニック",,"20",9012227,"沖縄県","宜野湾市","字宇地泊８２０番地",26.2723002,127.7307854,"098-943-1115",,"城間　隆史",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"古堅ウィメンズクリニック",,"20",9012225,"沖縄県","宜野湾市","大謝名１６５番地",26.2712808,127.7346742,"098-890-1600",,"古堅　善亮",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ごきげんリハビリクリニック",,"20",9012301,"沖縄県","中頭郡北中城村","袋１２５３番地の４",26.320714,127.8079306,"098-933-5515",,"平良　武美",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"仲舛内科",,"20",9012301,"沖縄県","中頭郡北中城村","袋５３４－１２",26.3220747,127.7988536,"098(933)2631",,"仲舛　純一",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ファミリークリニックきたなかぐすく",,"20",9012311,"沖縄県","中頭郡北中城村","字喜舎場３６０番地１",26.300121,127.793702,"098-935-5517",,"涌波　満",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"名城眞治クリニック",,"20",9012317,"沖縄県","中頭郡北中城村","瑞慶覧６４６番地",26.308048,127.7825136,"098-931-0088",,"名城　眞治",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"名城眞治クリニック",,"20",9012317,"沖縄県","中頭郡北中城村","瑞慶覧６４６番地",26.308048,127.7825136,"098-931-0088",,"名城　眞治",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ひが皮膚科クリニック",,"20",9012401,"沖縄県","中頭郡中城村","久場１２－８",26.2833148,127.8135368,"098-895-7676",,"比嘉　禎",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"わくさん内科",,"20",9012405,"沖縄県","中頭郡中城村","屋宜５９７番地１３",26.2711958,127.7915558,"098-895-1900",,"湧田　森明",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"中部病理診断科",,"20",9012422,"沖縄県","中頭郡中城村","新垣５４５－１",26.2718343,127.780804,"098-895-1620",,"仲間　健",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"榕原医院",,"20",9012423,"沖縄県","中頭郡中城村","北上原２８０",26.2683734,127.7775516,"098(895)7505","098-895-7506","池田　祐之",,"8：00-17：00","8：00-17：00","8：00-17：00","8：00-17：00","8：00-17：00",,,"池田　佳子　　崎原　美紀",,"8：00-17：00",,,,,,"1",,"2018-01-31","2018-07-09"
"海風クリニック",,"20",9012424,"沖縄県","中頭郡中城村","字南上原１００５－２",26.2454479,127.7687617,"098-870-3322",,"羽地　周作",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"今井内科医院",,"20",9012424,"沖縄県","中頭郡中城村","南上原６２０番地１３３街区５画地",26.250924,127.7740873,"098-988-9946","098-988-9947","今井　千春","http://imainaika.sakura.ne.jp/",,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"やすらぎクリニック",,"20",9012424,"沖縄県","中頭郡中城村","南上原７５０",26.2504779,127.7721113,"098-895-2580",,"角谷　嘉紀",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ハートライフクリニック",,"20",9030101,"沖縄県","中頭郡西原町","掛保久２８８番地",26.2362294,127.7723008,"098-882-0810","098-882-0820","山本　壽一",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"ゆいゆい内科クリニック",,"20",9030112,"沖縄県","中頭郡西原町","我謝７８６番地１１",26.2131066,127.7612445,"098-946-0055",,"安谷屋　徳章",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"あいわクリニック",,"20",9030115,"沖縄県","中頭郡西原町","池田７６６－２",26.2204416,127.7438982,"098-946-5558",,"伊佐　真之",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"とうま内科",,"20",9030116,"沖縄県","中頭郡西原町","幸地９７２",26.2274741,127.736268,"098-946-3799",,"当間　茂樹",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"幸地クリニック",,"20",9030116,"沖縄県","中頭郡西原町","幸地９７３",26.2272157,127.7356986,"098-944-4165",,"大島　誠行",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"城間医院",,"20",9030117,"沖縄県","中頭郡西原町","翁長２４０－７",26.2288745,127.7537635,"098(945)4551",,"城間　政州",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"儀間クリニック",,"20",9030117,"沖縄県","中頭郡西原町","翁長４１０－１",26.2337878,127.749297,"098(946)6726","098-946-6851","儀間　裕典",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"玄米クリニック",,"20",9030117,"沖縄県","中頭郡西原町","翁長８３４　トムズエンタープライズビル２Ｆ",26.236168,127.753713,"098-944-6663",,"森田　悦雄",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ＳＡＫＵ整形クリニック",,"20",9030118,"沖縄県","中頭郡西原町","小波津３－５",26.2267386,127.7552441,"098-882-0001","098-882-0002","佐久本　嗣夫",,"8:45-12:00  13:45-17:30 （受付時間）","8:45-12:00  13:45-17:30 （受付時間）","8:45-12:00  13:45-17:30 （受付時間）","休診","8:45-12:00  13:45-17:30 （受付時間）","8:45-12:00  13:45-17:30 （受付時間）","休診","受付事務員（特に担当者指定はなし）","受付事務員（特に部署指定はなし）","上記受付時間内",,,,,,"1",,"2018-01-31","2018-07-17"
"しんざと内科",,"20",9030118,"沖縄県","中頭郡西原町","小波津３－５",26.2267386,127.7552441,"098-946-5500",,"新里　脩",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"にしはら耳鼻咽喉科",,"20",9030118,"沖縄県","中頭郡西原町","小波津３－６",26.2269636,127.7553663,"098-944-1055",,"平良　章",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"にしはら皮フ科",,"20",9030118,"沖縄県","中頭郡西原町","小波津三番地の５",26.2267386,127.7552441,"098-946-0112",,"宮城　嗣名",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"いちょう内科あしとみ",,"20",9030121,"沖縄県","中頭郡西原町","字内間３４５－２",26.2308689,127.7691318,"098-944-4444","098-944-4446","安次富　聰","icho.n-ashitomi@globe.ocn.ne.jp","受付　9:00-12:00  14:00-17:30","受付　9:00-12:00    14:00-17:30","受付　9:00-12:00","受付 9:00-12:00      14:00-17:30","受付　9:00-12:00      14:00-17:30","受付　9:00-12:00","休診","奥原、安次富","受付","上記受付時間",,,,,,"1",,"2018-01-31","2018-07-17"
"しろま眼科クリニック",,"20",9030122,"沖縄県","中頭郡西原町","字小橋川１５４番地１３",26.2257332,127.7646046,"098-944-1001",,"城間　正",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"太田小児科医院",,"20",9030122,"沖縄県","中頭郡西原町","小橋川１６４－１",26.2260721,127.7638824,"098-946-5081",,"太田　計",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"のびのび整形外科",,"20",9030126,"沖縄県","中頭郡西原町","棚原１丁目２１番地の８",26.2418962,127.7537876,"098-946-5717",,"伊志嶺　恒彦",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"しらかわ内科",,"20",9030126,"沖縄県","中頭郡西原町","棚原１丁目２０番地の１０",26.2417899,127.754785,"098-944-3550",,"新垣　民樹",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"富名腰医院",,"20",9040003,"沖縄県","沖縄市","住吉１－５－１６",26.338132,127.8097077,"098(938)2936",,"富名腰　進",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人敬真会　大城内科医院",,"20",9040011,"沖縄県","沖縄市","照屋５－１９－６",26.3299135,127.8168768,"098(938)3100",,"大城　新一",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"中部産婦人科医院",,"20",9040012,"沖縄県","沖縄市","安慶田１－３－２０",26.3379654,127.8121159,"098-937-8878","098-937-3817","北條　明",,,,,,,,,,,,,"1",,,,"1",,"2018-01-31","2018-07-17"
"なかいま耳鼻咽喉科",,"20",9040021,"沖縄県","沖縄市","胡屋１－１３－１５",26.3349487,127.8020641,"098-937-5555","098-937-4802","仲井間　憲英",,"10:00-13:00 15:00-19:00","10:00-13:00 15:00-19:00","10:00-13:00 15:00-19:00","休診日","10:00-13:00 15:00-19:00","10:00-13:00 15:00-19:00","休診日",,,,,,,,,"1",,"2018-01-31","2018-07-09"
"ガキヤ眼科医院",,"20",9040021,"沖縄県","沖縄市","胡屋１－１－６",26.3357736,127.8007169,"098(937)9902",,"我喜屋　重光",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人白水会　明陽クリニック",,"20",9040022,"沖縄県","沖縄市","園田一丁目４番５号",26.3316183,127.7988422,"098-930-7700",,"安谷屋　浩",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"諸見眼科",,"20",9040022,"沖縄県","沖縄市","園田三丁目８番２７号",26.3271214,127.7939456,"098-933-2255",,"長嶺　紀良",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"藤真会　プラザクリニック",,"20",9040023,"沖縄県","沖縄市","久保田１－１０－５",26.3221385,127.7940402,"098(933)5719",,"真栄城　兼信",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"アイクリニック中の町",,"20",9040031,"沖縄県","沖縄市","上地１－１１－２",26.3336404,127.7986255,"098-930-2812","098-930-2812","長浜　益美",,,"14:00-18:00",,"14:00-18:00",,"14:00-18:00",,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"医療法人　桑江皮膚科醫院","1","2",9040031,"沖縄県","沖縄市","上地１－１３－３",26.3327904,127.797934,"098-933-2056","098-933-0674","桑江　朝彦",,"9:00~12:00  14:00~18:00 （受付時間）","9:00~12:00  14:00~18:00 （受付時間）","9:00~12:00   （受付時間）","9:00~12:00  14:00~18:00 （受付時間）","9:00~12:00  14:00~18:00 （受付時間）","9:00~12:00   （受付時間）","休み",,,"月火木金：9:00~12:00  14:00~18:00　　水土：9:00~12:00  　日曜・祝祭日休み",,,,"毎週木曜日在宅での往診に対応しています。",,"1",,"2018-01-31","2018-07-17"
"なおまさクリニック",,"20",9040031,"沖縄県","沖縄市","上地２丁目１２番１８号",26.3319599,127.7955842,"098-989-9229",,"直正　哲司",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"嘉数医院",,"20",9040032,"沖縄県","沖縄市","諸見里１－２６－２",26.3290878,127.7936011,"098-930-0090",,"嘉数　朝一",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"山里整形外科",,"20",9040033,"沖縄県","沖縄市","山里一丁目４番１５号",26.323055,127.7920903,"098-933-1331",,"宜野座　治男",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"三愛眼科",,"20",9040034,"沖縄県","沖縄市","山内１－３－２８",26.3264074,127.7870823,"098(933)3322",,"有持　香",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"安立医院",,"20",9040034,"沖縄県","沖縄市","山内１－７－５",26.3273768,127.7867434,"098(933)6200","098-933-3155","安里　公","http://adachi-cl.or.jp/index.html","午前8:30~12：30　午後13：30～17:30　（受付は終了30分前まで）","午前8:30~12：30　午後13：30～17:30　（受付は終了30分前まで）","午前8:30~12：30　午後13：30～17:30　（受付は終了30分前まで）","午前8:30~12：30　（受付は終了30分前まで）","午前8:30~12：30　午後13：30～17:30　（受付は終了30分前まで）","午前8:30~12：30　（受付は終了30分前まで）",,"医療相談室　安座間","医療相談室","診療時間内　月火水金8：30～17：30　木土8：30～12：30　",,,"居宅介護支援事業所シオン、デイサービスセンターシオン",,,"1",,"2018-01-31","2018-07-17"
"北城整形外科",,"20",9040034,"沖縄県","沖縄市","山内２－２５－４１",26.3246937,127.7871184,"098-930-7777",,"北城　武司",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"はなしろ小児科",,"20",9040035,"沖縄県","沖縄市","南桃原３－３６－１３",26.3247881,127.7818187,"098-930-5177",,"花城　可雅",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"つかやま耳鼻咽喉科",,"20",9040035,"沖縄県","沖縄市","南桃原４－２８－１０",26.3284906,127.780452,"098-933-8733","098-933-8734","津嘉山　務",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-09"
"桃山クリニック",,"20",9040035,"沖縄県","沖縄市","南桃原三丁目１番１号",26.3211996,127.7840132,"098-930-2233",,"知念　徹",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"まちだクリニック",,"20",9040101,"沖縄県","中頭郡北谷町","上勢５５６－３",26.3287933,127.7758884,"098-921-7300",,"町田　宏",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"大城皮フ科クリニック",,"20",9040101,"沖縄県","中頭郡北谷町","上勢６２９－１",26.3283934,127.7716748,"098-926-0007",,"大城　守夫",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人八重会　たまきクリニック",,"20",9040101,"沖縄県","中頭郡北谷町","上勢８３７－８",26.3274823,127.7688555,"098-926-1313","098-926-2335","玉城　政弘","http://tamaki-c.com","9:00-17:30","9:00-17:30","9:00-17:30","9:00-12:00","9:00-17:30","9:00-17:00",,,,,,,"通所介護たまき、住宅型有料老人ホームハピネスたまき、通所介護ハピネス",,,"1",,"2018-01-31","2018-07-09"
"しんはま耳鼻科・形成外科・しんはま皮ふ科",,"20",9040102,"沖縄県","中頭郡北谷町","字伊平２５０番地",26.3215245,127.7596646,"098-936-4035",,"新濱　明彦",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"あゆみ眼科",,"20",9040103,"沖縄県","中頭郡北谷町","字桑江１１０番地",26.3183193,127.7611007,"098-926-0660",,"島袋　あゆみ",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"とうま整形外科クリニック",,"20",9040103,"沖縄県","中頭郡北谷町","字桑江１２３番地　２階",26.3197663,127.7624728,"098-926-6677",,"當眞　嗣一",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"こばし内科クリニック",,"20",9040103,"沖縄県","中頭郡北谷町","字桑江１２３番地１階",26.3197663,127.7624728,"098-936-1111",,"小橋川　啓",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"やびく産婦人科小児科",,"20",9040111,"沖縄県","中頭郡北谷町","砂辺３０６",26.3317151,127.7501842,"098-936-6789",,"屋比久　武",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"砂辺クリニック",,"20",9040113,"沖縄県","中頭郡北谷町","宮城１－４３",26.3291709,127.7455054,"098(936)6270",,"石原　昌二郎",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"一般社団法人中部地区医師会検診センター",,"20",9040113,"沖縄県","中頭郡北谷町","宮城１－５８４",26.3250214,127.7532537,"098(936)8200",,"與那嶺　吉正",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"もりなが内科・小児科クリニック",,"20",9040115,"沖縄県","中頭郡北谷町","美浜二丁目７番４号",26.3199302,127.7585564,"098-926-1234",,"森永　泰正",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ロクト整形Ｊ２",,"20",9040202,"沖縄県","中頭郡嘉手納町","屋良１０６３番１",26.3670283,127.773093,"098-957-6910","098-957-6922","嘉手川　啓","http://www.rokuto.com/",,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"医療法人海泉陽の会　中山眼科",,"20",9040203,"沖縄県","中頭郡嘉手納町","嘉手納２８６－２",26.364281,127.7552164,"098-957-2737",,"中山　貞之",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"池原内科医院",,"20",9040203,"沖縄県","中頭郡嘉手納町","嘉手納５４７",26.3599481,127.7532888,"098(956)3081",,"池原　幸雄",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"たいら眼科",,"20",9040301,"沖縄県","中頭郡読谷村","字座喜味１９１７番地",26.3934191,127.7275104,"098-956-0055",,"平良　明美",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"なかそね内科",,"20",9040303,"沖縄県","中頭郡読谷村","伊良皆３４０",26.3814959,127.7519105,"098-957-0707",,"仲宗根　哲與",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
